distance_bin,P_t_dB,MCS,numerology,protocol_type,num_lanes,success,PIR,cumulative_PDR,cumulative_PIR
280.0,23,11,0,0,4,0.453946971676684,0.2202900476032326,0.7708008417226002,0.13785621937451367
280.0,23,11,0,2,4,0.7021599090564608,0.1424177010253643,0.9182518750870458,0.10999624719894902
290.0,23,4,0,0,4,0.4621809340263216,0.2163654807844257,0.7583615236481186,0.13938711974939297
290.0,23,4,0,2,4,0.7132324060185257,0.14020675330532104,0.8856990739661325,0.11402953683276498
290.0,23,11,0,0,4,0.4375675745705261,0.22853612975813006,0.7596930661508644,0.14087888305396756
290.0,23,11,0,2,4,0.6737068462983354,0.14843251267141988,0.9101003741274221,0.11127745604803137
300.0,23,4,0,0,4,0.4475475609269955,0.22343993964098963,0.7483352667861468,0.14209850103621866
300.0,23,4,0,2,4,0.7022453478710129,0.14240037374853184,0.8797812118340319,0.11494472512037036
300.0,23,11,0,0,4,0.4221485628616271,0.23688343108911222,0.7488045337866954,0.14397580395832704
300.0,23,11,0,2,4,0.6523737785436422,0.15328635712986471,0.9017866129795583,0.11263258188938083
310.0,23,4,0,0,4,0.42436647081346046,0.23564538406701124,0.7382112419120004,0.14502184113093095
310.0,23,4,0,2,4,0.6863900741525752,0.14568975246831928,0.8737377387814864,0.11590550722499376
310.0,23,11,0,0,4,0.40504182227481994,0.24688808537936666,0.7380619490519493,0.14719181275273455
310.0,23,11,0,2,4,0.6226307019370965,0.1606088483733378,0.8930629907594813,0.11413184021700448
320.0,23,4,0,0,4,0.4043731958664834,0.24729631197666763,0.7280949374863787,0.1481210675201957
320.0,23,4,0,2,4,0.6665661609975188,0.1500226171852913,0.8674598121819721,0.11693935904197247
320.0,23,11,0,0,4,0.3877035226537832,0.25792904669916905,0.7274450270398837,0.1505474865086871
320.0,23,11,0,2,4,0.6023272647165269,0.16602270203900363,0.8842528172430282,0.11570429057524688
330.0,23,4,0,0,4,0.3843004243749196,0.26021308761928663,0.7179833341595709,0.1514178916407572
330.0,23,4,0,2,4,0.6463499777852331,0.15471494304472252,0.8609565817585387,0.11805040563028865
330.0,23,11,0,0,4,0.3748832662951074,0.2667497031496738,0.7170755634885667,0.15396519876283377
330.0,23,11,0,2,4,0.5811631659071713,0.17206871644025168,0.87533841573315,0.11736206780657056
340.0,23,4,0,0,4,0.36406904707445387,0.2746731720358241,0.7078714973857105,0.15493947108061623
340.0,23,4,0,2,4,0.6293695535820164,0.1588891604794932,0.8543398095249237,0.11921722719740878
340.0,23,11,0,0,4,0.3573757814950721,0.2798175063280804,0.7067984268601812,0.15756097897898366
340.0,23,11,0,2,4,0.5546404695732421,0.180296977025393,0.8661756172714382,0.11916020806996548
350.0,23,4,0,0,4,0.35035658580131257,0.2854234915301694,0.6979405276194772,0.15856402720421492
350.0,23,4,0,2,4,0.6141149173407238,0.16283597283880652,0.8476668958531405,0.12042885902078096
350.0,23,11,0,0,4,0.34265432688655784,0.2918393032086441,0.6966833129720249,0.16129093242980758
350.0,23,11,0,2,4,0.5330317915795276,0.18760607074424404,0.8569216221133297,0.12106148203313988
360.0,23,4,0,0,4,0.3328558387418931,0.3004303616183316,0.6880733738660291,0.16239825245865053
360.0,23,4,0,2,4,0.5954656778307412,0.16793579163839667,0.8408506467174,0.12171283017260841
360.0,23,11,0,0,4,0.3308354136097719,0.302265101879185,0.6867955319081803,0.1651010451176286
360.0,23,11,0,2,4,0.5109761769010266,0.195703840062527,0.8475717452156999,0.12307884306096116
370.0,23,4,0,0,4,0.31360099491582766,0.3188765393644258,0.6782188375778658,0.16651610211406567
370.0,23,4,0,2,4,0.5751153171967651,0.17387817192458263,0.8338576117300148,0.12308560232397614
370.0,23,11,0,0,4,0.3189698896310319,0.31350921591901637,0.6771159097429922,0.16900652329661248
370.0,23,11,0,2,4,0.4894203290286857,0.2043233475782712,0.8381467079476206,0.1252168563377325
380.0,23,4,0,0,4,0.29962991814741785,0.33374504327969023,0.6685114293873415,0.170804023682415
380.0,23,4,0,2,4,0.5544576737679242,0.18035641804798316,0.8266935107566278,0.12455408477843787
380.0,23,11,0,0,4,0.30592071082704303,0.3268820856543333,0.6675980841297626,0.17305461463911814
380.0,23,11,0,2,4,0.46995387315244275,0.21278684082163568,0.8287058660297956,0.12746224055526847
390.0,23,4,0,0,4,0.2863853207537352,0.34917990816292827,0.6589582766715013,0.17526342079442786
390.0,23,4,0,2,4,0.5411266521237007,0.1847996205833531,0.8195543392908047,0.12606022317356075
390.0,23,11,0,0,4,0.2946079184744701,0.3394341894060995,0.6582733299883804,0.17721410400829268
390.0,23,11,0,2,4,0.45649863842030647,0.21905870375877926,0.8194006853395583,0.12975215213535624
400.0,23,4,0,0,4,0.27304141511428504,0.36624480560263617,0.649545670292057,0.17992150335072563
400.0,23,4,0,2,4,0.5198024562677015,0.19238077618567348,0.8122433177536559,0.12767779763727083
400.0,23,11,0,0,4,0.2875654603949933,0.3477469090433959,0.649231674632444,0.1813734407164659
400.0,23,11,0,2,4,0.43516053534268473,0.22980025043229385,0.8100289743640248,0.13219234965479373
